City,Latitude,Longitude,Country,Continent,Population (2024),Population (2023),Growth Rate,Growth Rate (%)
Daejon,36.3577577,127.3867458,South Korea,Asia,1581705,1577436,0.002706290461,0.27
Zhangjiakou,40.7686911,114.8855792,China,Asia,1568122,1536171,0.02079911676,2.08
Edmonton,53.5461663,-113.4937355,Canada,North America,1567615,1544448,0.01500018129,1.5
Mandalay,21.9588282,96.0891032,Myanmar,Asia,1563021,1531860,0.02034193725,2.03
Gaoxiong,22.6272784,120.3014353,Taiwan,Asia,1559085,1552899,0.00398351728,0.4
Kota,25.2138156,75.8647527,India,Asia,1558468,1516795,0.02747437854,2.75
Natal,-28.5305539,30.8958242,Brazil,South America,1556413,1535316,0.01374114515,1.37
Nouakchott,18.0735299,-15.9582372,Mauritania,Africa,1552146,1491958,0.0403416182,4.03
Jabalpur,23.1685786,79.9338798,India,Asia,1551004,1522121,0.01897549538,1.9
Huainan,32.6254899,116.9998,China,Asia,1538603,1512668,0.01714520305,1.71
Grande Sao Luis,-2.5943931,-44.2857937,Brazil,South America,1536017,1523629,0.008130588221,0.81
Asansol,23.6888636,86.9660638,India,Asia,1534081,1505033,0.01930057348,1.93
Philadelphia,39.9525839,-75.1652215,United States,North America,1533916,1550587,-0.01075141221,-1.08
Yekaterinburg,56.8430993,60.6454086,Russia,Asia,1532970,1527728,0.003431239069,0.34
Gwangju,35.1500822,126.8559071,South Korea,Asia,1532902,1529472,0.002242603984,0.22
Yiwu,29.3055799,120.0746799,China,Asia,1525749,1483320,0.02860407734,2.86
Chaozhou,23.6566999,116.62296,China,Asia,1520628,1496298,0.01626013,1.63
Gwalior,26.2124007,78.1772053,India,Asia,1508846,1475016,0.02293534443,2.29
Ganzhou,25.8310899,114.93476,China,Asia,1508037,1459678,0.03312990947,3.31
San Antonio,29.4251905,-98.4945922,United States,North America,1506593,1489751,0.01130524497,1.13
Homs,34.7325256,36.713452,Syria,Asia,1499603,1443429,0.03891705099,3.89
Niamey,13.5115963,2.1253854,Niger,Africa,1496258,1437233,0.04106849759,4.11
Mombasa,-4.0434771,39.6682065,Kenya,Africa,1495223,1440396,0.038063838,3.81
Allahabad,25.468338,81.8546019,India,Asia,1493346,1465152,0.01924305465,1.92
Basra,30.5259953,47.7737891,Iraq,Asia,1485156,1448124,0.02557239573,2.56
Kisangani,0.5185303,25.2007728,DR Congo,Africa,1483513,1423395,0.04223564084,4.22
San Jose,37.33874,-121.8852525,Costa Rica,North America,1482460,1461989,0.01400215733,1.4
Amritsar,31.6339793,74.8722642,India,Asia,1480470,1451748,0.0197844254,1.98
Taizhou Jiangsu,32.4554599,119.92554,China,Asia,1477600,1446810,0.02128130162,2.13
Chon Buri,13.2017461,101.2523792,Thailand,Asia,1472709,1454222,0.01271263947,1.27
Jiaxing,30.753924,120.758543,China,Asia,1470917,1424982,0.0322354949,3.22
Weihai,37.5134799,122.12171,China,Asia,1465926,1429315,0.02561436772,2.56
Hai Phong,20.8449115,106.6880841,Vietnam,Asia,1463650,1422974,0.02858520254,2.86
Ottawa,45.4200572,-75.7003397,Canada,North America,1451571,1437188,0.01000773733,1.0
Zurich,47.3768866,8.541694,Switzerland,Europe,1443349,1431538,0.008250566873,0.83
Taian Shandong,36.1999399,117.0884,China,Asia,1441911,1416064,0.01825270609,1.83
Queretaro,20.5887932,-100.3898881,Mexico,North America,1436818,1413474,0.01651533739,1.65
Joao Pessoa,-7.1188352,-34.8814339,Brazil,South America,1435125,1421827,0.009352755293,0.94
Kaifeng,34.7972599,114.30731,China,Asia,1434463,1398262,0.02588999773,2.59
Cochabamba,-17.3820091,-66.1595813,Bolivia,South America,1430688,1400250,0.02173754687,2.17
Konya,37.8746429,32.4931554,Turkey,Asia,1429935,1407632,0.01584434,1.58
Liuyang,28.1637799,113.64317,China,Asia,1428802,1373523,0.04024614076,4.02
Liuan,31.7348799,116.5232399,China,Asia,1427894,1378077,0.03614964911,3.61
Rizhao,35.4164599,119.52719,China,Asia,1426583,1391258,0.02539068958,2.54
Kharkiv,50.0020127,36.3073994,Ukraine,Europe,1418978,1421052,-0.00145948213,-0.15
Dhanbad,23.7956531,86.4303859,India,Asia,1414532,1389776,0.01781294252,1.78
Nanchong,30.8379015,106.1105999,China,Asia,1412714,1377572,0.02551010038,2.55
Dongying,37.4336499,118.67466,China,Asia,1410791,1379377,0.02277404944,2.28
Belgrade,44.8125449,20.46123,Serbia,Europe,1410697,1408144,0.001813024804,0.18
Zunyi,27.7254499,106.92723,China,Asia,1406091,1376453,0.02153215547,2.15
Zhanjiang,21.2713399,110.35894,China,Asia,1399310,1371998,0.01990673456,1.99
Bucaramanga,7.119349,-73.1227416,Colombia,South America,1396632,1381498,0.01095477518,1.1
Uyo,5.0377396,7.9127945,Nigeria,Africa,1393453,1329284,0.04827335618,4.83
Copenhagen,55.6760968,12.5683371,Denmark,Europe,1391205,1381005,0.007385925467,0.74
Shiyan,32.6291799,110.79801,China,Asia,1387377,1354025,0.02463174609,2.46
Taizhong,24.1477358,120.6736482,Taiwan,Asia,1381855,1369066,0.009341405016,0.93
Bareilly,28.3670355,79.4304381,India,Asia,1380715,1348664,0.02376500003,2.38
Pointe Noire,-4.7691623,11.866362,Republic of the Congo,Africa,1379368,1336387,0.03216209077,3.22
Adelaide,-34.9284989,138.6007456,Australia,Oceania,1379280,1366783,0.00914336804,0.91
Suweon,37.2667603,127.0014613,South Korea,Asia,1378229,1365352,0.009431267541,0.94
Mwanza,-2.5164305,32.9174517,Tanzania,Africa,1378014,1310754,0.05131397654,5.13
Mianyang Sichuan,31.4675099,104.6795999,China,Asia,1376449,1351383,0.0185484056,1.85
Samut Prakan,13.6335741,100.7548851,Thailand,Asia,1376146,1358871,0.01271275934,1.27
Maceio,-9.6498597,-35.7089506,Brazil,South America,1375984,1363510,0.009148447756,0.91
San Diego,32.715738,-117.1610838,United States,North America,1375452,1378307,-0.002071381775,-0.21
Qom,34.6415764,50.8746035,Iran,Asia,1373800,1354174,0.01449296767,1.45
Antalya,36.8968908,30.7133233,Turkey,Asia,1372400,1347240,0.01867521748,1.87
Joinville,-26.3043758,-48.8463744,Brazil,South America,1361992,1348521,0.00998946253,1.0
Tengzhou,35.084021,117.164388,China,Asia,1360779,1322916,0.02862086482,2.86
Yingkou,40.6659899,122.23458,China,Asia,1355564,1323174,0.02447901788,2.45
Ad Dammam,26.4206828,50.0887943,Saudi Arabia,Asia,1352912,1329291,0.01776962305,1.78
Suzhou,31.2983399,120.58319,China,Asia,1349994,1310433,0.03018925805,3.02
Tanger,35.7594651,-5.8339543,Morocco,Africa,1348848,1314178,0.02638150996,2.64
Freetown,8.4870803,-13.2354918,Sierra Leone,Africa,1347559,1309168,0.02932473143,2.93
Helsinki,60.1698557,24.938379,Finland,Europe,1346810,1337786,0.006745473491,0.67
Aligarh,27.8973944,78.0880129,India,Asia,1346018,1312369,0.02563989244,2.56
Moradabad,28.8386481,78.7733286,India,Asia,1335966,1301740,0.02629250081,2.63
Pekan Baru,0.5070677,101.4477793,Indonesia,Asia,1334532,1303355,0.02392057421,2.39
Maoming,21.6632899,110.92523,China,Asia,1333930,1303900,0.02303090728,2.3
Lilongwe,-13.9865252,33.76806,Malawi,Africa,1333096,1276316,0.04448741534,4.45
Porto,41.1579438,-8.6291053,Portugal,Europe,1329301,1324652,0.003509601012,0.35
Prague,50.0755381,14.4378005,Czech Republic,Europe,1327947,1323339,0.003482100958,0.35
Astana,51.1655126,71.4272222,Kazakhstan,Asia,1324111,1291280,0.02542515953,2.54
Jieyang,23.5497199,116.37271,China,Asia,1320779,1282479,0.02986403676,2.99
Fushun Liaoning,41.8797099,123.95722,China,Asia,1317276,1304565,0.009743477711,0.97
Mysore,12.2958104,76.6393805,India,Asia,1316461,1288245,0.02190266603,2.19
Abomey Calavi,6.4503024,2.3468195,Benin,Africa,1314916,1252890,0.04950634134,4.95
Ruian,27.7783799,120.65518,China,Asia,1314784,1281790,0.02574056593,2.57
Fes,34.0181246,-5.0078451,Morocco,Africa,1313311,1290039,0.01803976469,1.8
Port Elizabeth,-33.913693,25.5826876,South Africa,Africa,1312631,1295928,0.01288883333,1.29
Florianopolis,-27.5968578,-48.5468118,Brazil,South America,1309895,1294486,0.01190356636,1.19
Ahvaz,31.3183272,48.6706187,Iran,Asia,1309372,1293619,0.01217746493,1.22
Bukavu,-2.5123017,28.8480284,DR Congo,Africa,1308469,1248783,0.04779533354,4.78
Nnewi,6.0105192,6.9103455,Nigeria,Africa,1300993,1239186,0.04987709674,4.99
Kazan,55.7878944,49.1233293,Russia,Asia,1296232,1291884,0.003365627254,0.34
Jinhua,29.0781199,119.64759,China,Asia,1296065,1257941,0.0303066678,3.03
Dallas,32.7766642,-96.7969879,United States,North America,1295447,1297495,-0.001578426121,-0.16
San Luis Potosi,22.1520892,-100.9733024,Mexico,North America,1292133,1273325,0.0147707773,1.48
Baoji,34.3631699,107.23775,China,Asia,1290231,1261077,0.02311833457,2.31
Durg Bhilainagar,21.1904494,81.2849169,India,Asia,1289673,1266034,0.01867169444,1.87
Bhubaneswar,20.2959847,85.8246101,India,Asia,1289254,1257642,0.02513592898,2.51
Kigali,-1.9440727,30.0618851,Rwanda,Africa,1287952,1247551,0.03238424722,3.24
Sofia,42.6977082,23.3218675,Bulgaria,Europe,1287540,1288114,-0.000445612733,-0.04
Pingdingshan Henan,33.7660899,113.19241,China,Asia,1285750,1256581,0.02321298826,2.32
Dublin,53.3498053,-6.2603097,Ireland,Europe,1284551,1270172,0.01132051407,1.13
Puning,23.2973399,116.1657299,China,Asia,1282756,1254160,0.02280091854,2.28
Chifeng,42.2585999,118.88894,China,Asia,1279544,1252414,0.02166216602,2.17
Zhuzhou,27.8276699,113.13396,China,Asia,1277238,1254519,0.01810972971,1.81
Bujumbura,-3.361378,29.3598782,Burundi,Africa,1277050,1206767,0.05824073744,5.82
Zhenjiang Jiangsu,32.1895899,119.425,China,Asia,1275395,1250668,0.01977103436,1.98
Liupanshui,26.5933599,104.83023,China,Asia,1272872,1230644,0.03431374142,3.43
Barquisimeto,10.0677719,-69.3473509,Venezuela,South America,1267872,1254192,0.01090742087,1.09
Islamabad,33.699619,73.036187,Pakistan,Asia,1266792,1232447,0.02786732411,2.79
Huaibei,33.9547899,116.7983399,China,Asia,1264856,1236271,0.02312195303,2.31
Tasikmalaya,-7.3505808,108.2171633,Indonesia,Asia,1258124,1213778,0.03653551144,3.65
Maracay,10.2441931,-67.6066164,Venezuela,South America,1256553,1242945,0.01094819159,1.09
Bogor,-6.5971469,106.8060388,Indonesia,Asia,1256155,1231445,0.02006585759,2.01
Da Nang,16.0599691,108.211111,Vietnam,Asia,1253228,1220634,0.02670251689,2.67
Nizhniy Novgorod,56.3268684,44.0058793,Russia,Asia,1250302,1251332,-0.0008231228803,-0.08
Nanyang Henan,32.9907299,112.52851,China,Asia,1250300,1224629,0.02096226694,2.1
Xiangtan Hunan,27.8297499,112.94411,China,Asia,1249380,1223912,0.02080868559,2.08
Pizhou,34.3351999,118.01246,China,Asia,1247177,1207275,0.0330512932,3.31
Tiruchirappalli,10.7904833,78.7046725,India,Asia,1244978,1221960,0.01883695047,1.88
Chelyabinsk,55.1644419,61.4368431,Russia,Asia,1243883,1240926,0.002382897933,0.24
Mendoza,-32.8894587,-68.8458386,Argentina,South America,1242319,1226427,0.01295796652,1.3
Luohe,33.5814899,114.01681,China,Asia,1241152,1197935,0.03607624788,3.61
Xiongan,32.75664,111.9297,China,Asia,1240158,1183042,0.04827892839,4.83
Chandigarh,30.7333148,76.7794179,India,Asia,1239699,1214775,0.02051737976,2.05
Merida,20.9673702,-89.5925857,Mexico,North America,1239654,1220603,0.01560785939,1.56
Jinzhou,41.0951499,121.12703,China,Asia,1238377,1215376,0.01892500757,1.89
Benxi,41.2941299,123.7668599,China,Asia,1237550,1216852,0.01700946376,1.7
Binzhou,37.3821099,117.97279,China,Asia,1233584,1200222,0.02779652431,2.78
Aba,5.1215877,7.3732655,Nigeria,Africa,1230407,1188803,0.03499654695,3.5
Chiang Mai,18.7883439,98.9853008,Thailand,Asia,1228773,1213348,0.01271275842,1.27
Bazhong,31.8671499,106.74733,China,Asia,1225591,1175989,0.04217896596,4.22
Quetta,30.1834329,66.9987077,Pakistan,Asia,1221495,1190348,0.02616629759,2.62
Kaduna,10.503644,7.4337395,Nigeria,Africa,1221451,1187398,0.02867867387,2.87
Guilin,25.2736099,110.29002,China,Asia,1218067,1196841,0.01773502078,1.77
Saharanpur,29.9680035,77.5552066,India,Asia,1207856,1171689,0.03086740594,3.09
Hubli Dharwad,15.3647083,75.1239547,India,Asia,1205428,1181194,0.02051652819,2.05
Yueqing,28.1128899,120.9833799,China,Asia,1201400,1169864,0.02695697961,2.7
Guwahati,26.1157917,91.7085933,India,Asia,1199455,1176330,0.0196585992,1.97
Mexicali,32.6249284,-115.4435754,Mexico,North America,1196982,1178477,0.01570247022,1.57
Salem,42.5197473,-70.8954626,India,Asia,1194757,1169953,0.02120085166,2.12
Maputo,-25.969248,32.5731746,Mozambique,Africa,1193253,1162793,0.02619554813,2.62
Tripoli,32.8877109,13.187186,Libya,Africa,1192436,1183292,0.007727593865,0.77
Haifa,32.7940463,34.989571,Israel,Asia,1186475,1174429,0.01025689931,1.03
Bandar Lampung,-5.238413,104.3237,Indonesia,Asia,1186233,1162242,0.02064200055,2.06
Bobo Dioulasso,11.1649219,-4.3051542,Burkina Faso,Africa,1185053,1128646,0.04997758376,5.0
Amsterdam,52.3675734,4.9041389,Netherlands,Europe,1181817,1174025,0.006636996657,0.66
Shimkent,42.320534,69.5876302,Kazakhstan,Asia,1181020,1155073,0.02246351529,2.25
Omsk,54.9913545,73.3645204,Russia,Asia,1180677,1180745,-5.76e-05,-0.01
Aguascalientes,21.8852562,-102.2915677,Mexico,North America,1179301,1161448,0.01537132958,1.54
Hargeysa,9.5612168,44.0669251,Somalia,Africa,1176617,1127198,0.04384234181,4.38
Krasnoyarsk,56.0152834,92.8932476,Russia,Asia,1173095,1166792,0.0054019911,0.54
Xinxiang,35.3032299,113.92675,China,Asia,1160840,1140599,0.01774593876,1.77
Siliguri,26.7271012,88.3952861,India,Asia,1159371,1126249,0.02940912711,2.94
Wenling,28.3717999,121.38599,China,Asia,1159259,1131361,0.02465879591,2.47
Samara,53.203772,50.1606382,Russia,Asia,1154451,1155732,-0.00110838845,-0.11
Zaozhuang,34.8107099,117.32196,China,Asia,1150859,1133629,0.01519897603,1.52
Cologne,50.937531,6.9602786,Germany,Europe,1149014,1143715,0.004633147244,0.46
Yongin,37.2361653,127.1891246,South Korea,Asia,1147967,1135671,0.01082707932,1.08
Ufa,54.734791,55.9578555,Russia,Asia,1146786,1144799,0.00173567587,0.17
Fuyang,32.8896299,115.81495,China,Asia,1146343,1120694,0.02288671127,2.29
Ikorodu,6.6194131,3.5104537,Nigeria,Africa,1145224,1093308,0.04748524661,4.75
Bien Hoa,10.9574128,106.8426871,Vietnam,Asia,1142997,1110824,0.02896318409,2.9
Jalandhar,31.3260152,75.5761829,India,Asia,1142682,1118826,0.02132235039,2.13
Panjin,41.1199599,122.07078,China,Asia,1142542,1120675,0.01951234747,1.95
Ma'anshan,31.6706695,118.50611,China,Asia,1140264,1112680,0.02479059568,2.48
Cuernavaca,18.9242095,-99.2215659,Mexico,North America,1140169,1123843,0.01452694015,1.45
Rostov on Don,47.2357137,39.701505,Russia,Asia,1139641,1138854,0.0006910455598,0.07
Chihuahua,28.632996,-106.069099,Mexico,North America,1135342,1116295,0.017062694,1.71
Fuzhou Jiangxi,27.9478099,116.35809,China,Asia,1131718,1100271,0.02858114046,2.86
Tshikapa,-6.4192148,20.7926941,DR Congo,Africa,1131226,1077108,0.05024380099,5.02
Shangrao,28.4546299,117.9435699,China,Asia,1130887,1106736,0.02182182562,2.18
Samarinda,-0.5016166,117.1264753,Indonesia,Asia,1128176,1100324,0.02531254431,2.53
Bishkek,42.8746212,74.5697617,Kyrgyzstan,Asia,1127721,1104742,0.02080033166,2.08
Zhaoqing,23.0468999,112.46528,China,Asia,1127601,1103202,0.02211652988,2.21
San Salvador,13.6980638,-89.1915341,El Salvador,North America,1123376,1116052,0.006562418239,0.66
Yichun Jiangxi,27.8144299,114.41612,China,Asia,1122041,1078630,0.0402464237,4.02
Chenzhou,25.7706299,113.01485,China,Asia,1119791,1084969,0.03209492621,3.21
Sekondi Takoradi,4.9015794,-1.7830973,Ghana,Africa,1119534,1077929,0.03859716178,3.86
Leshan,29.5522099,103.76539,China,Asia,1116497,1087409,0.02674982458,2.67
Aden,12.7906378,45.0175921,Yemen,Asia,1116193,1079670,0.0338279289,3.38
Goyang,37.6591194,126.7873228,South Korea,Asia,1114079,1105283,0.007958142847,0.8
Diyarbakir,37.9249733,40.2109826,Turkey,Asia,1113333,1096937,0.01494707536,1.49
Asmara,15.3317304,38.9300394,Eritrea,Africa,1111748,1072666,0.03643445397,3.64
Dezhou,37.4354999,116.35927,China,Asia,1108356,1080680,0.02560980124,2.56
